Wall time;Step;Value
16.154.071.113.374.400;29012;0.173453763
16.154.097.646.827.100;29227;0.160381809
16.154.106.808.355.000;29306;0.167822853
16.154.110.282.841.300;29332;0.170335606
16.154.112.937.162.400;29354;0.174664065
16.154.115.038.817.800;29373;0.157480597
16.154.117.613.023.700;29393;0.128201768
16.154.118.345.040.100;29398;0.176194206
16.154.120.337.067.600;29414;0.173663631
16.154.121.819.936.300;29426;0.169415623
1.615.412.382.722.380;29442;0.170901254
16.154.126.967.474.600;29469;0.157557711
16.154.135.085.995.900;29537;0.145491004
16.154.142.749.500.800;29599;0.201026157
16.154.143.707.475.700;29607;0.119963877
1.615.416.914.146.700;29807;0.137115777
16.154.170.063.069.400;29814;0.188512981
16.154.171.240.108.800;29823;0.165573359
16.154.177.319.069.400;29873;0.171059281
16.154.177.731.712.800;29876;0.140066251
16.154.180.289.867.600;29897;0.164239421
16.154.181.905.091.200;29909;0.186535493
16.154.184.464.929.500;29928;0.158539161
16.154.186.771.410.800;29947;0.140689209
1.615.420.267.238.570;30083;0.195130646
16.154.212.434.980.200;30164;0.155937493
16.154.212.577.871.000;30165;0.174472585
1.615.421.633.588.660;30199;0.096364975
1.615.421.827.642.730;30218;0.12673071
1.615.422.381.823.730;30264;0.166069612
16.154.233.365.516.900;30336;0.159403235
16.154.233.971.913.600;30341;0.154257953
16.154.236.929.517.400;30367;0.14043358
16.154.242.338.670.900;30413;0.146204337
16.154.244.023.495.600;30428;0.154740602
16.154.254.067.377.000;30510;0.187656462
1.615.425.939.829.260;30553;0.164156139
16.154.262.732.408.100;30579;0.176364899
16.154.264.417.065.700;30592;0.029182199
16.154.267.975.972.800;30620;0.130798504
161.542.728.041.406;30663;0.159428582
16.154.285.555.682.600;30770;0.176813349
1.615.428.867.416.960;30795;0.188240305
16.154.289.515.166.400;30802;0.140498221
16.154.290.000.260.400;30806;0.182577834
1.615.430.185.401.980;30905;0.231335372
16.154.302.208.571.000;30908;0.200075015
16.154.306.992.711.200;30948;0.178670555
1.615.431.780.689.360;31042;0.149054468
1.615.431.950.871.450;31056;0.202496171
16.154.321.669.199.500;31074;0.131371066
16.154.326.864.746.900;31116;0.156771705
16.154.338.792.842.400;31215;0.164745569
16.154.360.129.191.400;31388;0.189093143
16.154.366.395.118.200;31441;0.095643595
16.154.380.581.207.400;31560;0.165159553
16.154.402.884.870.600;31742;0.148246214
16.154.407.140.924.600;31779;0.196395919
16.154.409.745.298.000;31800;0.140239552
16.154.414.727.922.200;31837;0.185574919
16.154.419.001.639.200;31873;0.105800077
16.154.429.769.066.300;31961;0.163218051
16.154.438.367.772.000;32032;0.153955668
16.154.441.299.776.600;32058;0.193872347
16.154.445.975.366.700;32098;0.172084808
1.615.445.143.361.180;32144;0.150742605
16.154.459.732.350.200;32209;0.174806505
16.154.460.725.240.200;32216;0.130813569
16.154.461.856.340.700;32224;0.185984403
16.154.467.845.490.000;32272;0.161337376
16.154.468.908.401.700;32281;0.137244776
16.154.476.227.522.800;32340;0.1684926
16.154.477.831.123.300;32353;0.163701892
16.154.496.465.071.100;32498;0.165570259
1.615.449.818.207.340;32510;0.183292076
16.154.502.505.024.900;32543;0.184320152
1.615.450.821.269.340;32585;0.190862626
16.154.516.316.617.300;32650;0.169108763
16.154.525.536.160.600;32724;0.164748177
16.154.531.880.351.400;32771;0.151576042
16.154.536.557.129.700;32807;0.170464352
1.615.454.031.487.720;32836;0.122951679
16.154.543.905.829.100;32865;0.162350327
16.154.545.473.721.400;32878;0.182456955
16.154.545.835.002.400;32881;0.165232658
16.154.554.147.845.500;32947;0.171730682
16.154.554.656.108.400;32950;0.166591644
16.154.560.341.406.300;32993;0.208519965
16.154.566.170.739.400;33042;0.142207429
16.154.573.152.593.300;33098;0.211309105
16.154.589.987.995.100;33230;0.15617393
16.154.590.899.444.800;33237;0.159405336
16.154.590.986.773.500;33238;0.13346988
16.154.591.961.158.000;33245;0.183489621
16.154.603.287.394.800;33338;0.086377554
16.154.604.808.049.500;33350;0.165193826
16.154.606.591.443.500;33363;0.155102834
16.154.607.486.988.100;33370;0.194883659
16.154.622.741.503.800;33484;0.186871246
16.154.623.465.595.200;33488;0.201929629
161.546.273.178.906;33515;0.160158038
16.154.627.523.939.900;33517;0.164329171
16.154.635.957.502.100;33584;0.156230628
16.154.638.727.525.900;33607;0.170394257
16.154.647.145.975.200;33677;0.144930542
16.154.648.679.173.800;33687;0.158219323
161.546.506.364.264;33704;0.165468201
16.154.651.411.251.500;33711;0.177434057
16.154.651.714.813.600;33714;0.09054108
16.154.654.805.028.500;33739;0.170791343
16.154.672.249.465.200;33875;0.180032969
1.615.468.416.509.290;33967;0.148277223
16.154.685.214.452.000;33974;0.172633827
16.154.696.851.804.800;34064;0.198553994
16.154.698.124.917.100;34073;0.188852355
1.615.469.965.186.220;34085;0.167001605
1.615.470.226.397.990;34104;0.170681968
16.154.704.625.048.700;34121;0.176956967
16.154.706.338.901.500;34136;0.157175913
16.154.711.675.559.600;34175;0.177298456
16.154.713.300.239.800;34187;0.223040596
16.154.716.438.389.000;34212;0.1797757
16.154.720.357.279.800;34242;0.15934436
1.615.472.127.445.180;34249;0.162658334
16.154.728.622.403.100;34307;0.17146197
16.154.735.151.817.500;34353;0.152367949
16.154.737.586.451.900;34372;0.158010438
16.154.738.337.527.000;34379;0.179020762
16.154.744.105.267.900;34425;0.160952538
16.154.750.455.231.600;34477;0.117445476
16.154.750.953.838.900;34480;0.15826565
1.615.475.549.156.070;34515;0.151085496
1.615.477.394.563.260;34642;0.156824157
1.615.477.435.537.530;34645;0.178873047
16.154.781.268.052.500;34697;0.173760518
16.154.781.380.831.000;34698;0.145655051
1.615.478.442.756.260;34719;0.181162924
16.154.791.491.144.000;34774;0.179779187
1.615.480.259.392.330;34861;0.174343571
16.154.802.711.929.100;34862;0.146097526
16.154.807.994.589.300;34900;0.20555681
16.154.810.126.592.400;34915;0.146045059
1.615.481.325.058.100;34935;0.147689655
16.154.814.533.846.000;34944;0.15827027
16.154.815.862.594.000;34953;0.170731381
1.615.482.004.417.700;34983;0.171581998
16.154.827.051.947.800;35032;0.180236652
16.154.834.745.372.100;35087;0.206475064
16.154.839.078.894.000;35119;0.167981863
161.548.425.494.363;35141;0.11836075
16.154.852.178.428.000;35214;0.175950542
16.154.873.148.127.400;35366;0.17789562
16.154.879.704.841.700;35415;0.174866021
16.154.884.312.342.200;35451;0.18176882
16.154.892.404.817.100;35513;0.182456866
16.154.902.704.412.800;35590;0.191835016
16.154.903.175.597.000;35593;0.190804571
16.154.913.310.291.100;35669;0.179470569
1.615.491.599.727.860;35690;0.15319255
1.615.491.711.596.100;35698;0.183857411
16.154.918.931.210.200;35711;0.132896528
16.154.919.234.064.900;35713;0.205487221
1.615.492.008.239.670;35719;0.18675673
16.154.929.283.343.400;35783;0.191068918
16.154.934.506.533.800;35817;0.17633453
16.154.934.740.078.800;35819;0.122084856
16.154.934.853.661.100;35820;0.155016944
16.154.946.635.282.800;35906;0.152208105
16.154.947.016.423.700;35909;0.206482381
16.154.950.714.291.200;35936;0.192884505
16.154.973.706.266.500;36107;0.163955778
1.615.497.456.184.220;36114;0.151653379
16.154.983.238.142.100;36180;0.215532109
16.154.983.778.519.700;36185;0.193212971
16.154.996.830.042.000;36289;0.118523926
161.549.990.484.009;36306;0.081461743
16.155.008.087.571.400;36373;0.181053624
16.155.010.669.037.200;36393;0.137663588
16.155.015.307.831.200;36430;0.147891238
1.615.501.580.561.210;36434;0.165616065
16.155.025.168.744.700;36500;0.118222199
16.155.032.091.226.700;36552;0.162297785
1.615.503.411.528.950;36567;0.163927108
16.155.036.174.081.100;36582;0.183315367
16.155.038.410.303.600;36598;0.173985347
16.155.040.303.681.900;36611;0.187364265
1.615.504.491.452.900;36646;0.164904177
16.155.047.403.390.700;36665;0.187990189
16.155.048.333.807.400;36672;0.187472075
16.155.079.272.098.100;36905;0.194492251
16.155.087.061.619.900;36965;0.171160385
16.155.091.079.835.200;36995;0.195350736
16.155.093.526.356.300;37014;0.178792119
16.155.105.674.106.900;37103;0.194377363
16.155.110.830.594.500;37142;0.198178753
16.155.111.389.919.800;37146;0.199337378
16.155.112.505.969.100;37155;0.155969188
16.155.113.280.647.600;37161;0.168365821
1.615.511.671.182.990;37186;0.142233148
161.551.249.973.503;37243;0.132125527
16.155.130.498.058.400;37286;0.171374157
16.155.144.365.131.400;37389;0.025256297
16.155.152.746.274.500;37450;0.175850004
1.615.516.070.683.220;37505;0.18347244
1.615.516.505.614.300;37538;0.172211468
16.155.170.177.527.900;37575;0.100021042
16.155.179.247.994.400;37647;0.131871253
16.155.180.191.510.400;37653;0.185448125
16.155.181.351.218.300;37662;0.194579542
16.155.188.760.250.000;37716;0.201201797
16.155.198.661.389.700;37791;0.172877774
16.155.202.933.672.800;37825;0.226071909
16.155.212.340.417.500;37897;0.168753445
16.155.223.880.262.800;37985;0.206457183
1.615.523.663.759.090;38081;0.180362508
16.155.239.007.032.800;38100;0.187024519
16.155.244.822.046.500;38143;0.213546559
16.155.254.217.218.000;38212;0.201413572
16.155.262.551.173.000;38277;0.17284523
16.155.282.953.885.400;38427;0.202580675
16.155.296.109.652.500;38528;0.222798541
16.155.303.125.345.200;38583;0.198744386
16.155.304.915.173.900;38598;0.169718832
16.155.313.885.958.200;38667;0.158730388
16.155.318.582.791.100;38701;0.18728812
16.155.328.686.300.800;38775;0.163461268
16.155.330.858.848.800;38791;0.192157298
16.155.332.306.944.200;38802;0.186810598
16.155.336.964.182.000;38836;0.208764985
16.155.347.471.240.300;38916;0.192790225
16.155.355.788.874.000;38977;0.212627962
16.155.355.890.088.700;38978;0.159775749
16.155.357.925.371.500;38993;0.159292057
1.615.536.368.113.900;39036;0.196447834
16.155.366.381.633.600;39056;0.220815703
16.155.372.374.798.000;39099;0.180492654
16.155.373.142.524.400;39104;0.204699725
16.155.383.148.322.900;39176;0.219181031
16.155.402.349.059.300;39317;0.189641595
16.155.405.615.230.700;39340;0.184816405
16.155.405.744.216.700;39341;0.211342022
16.155.406.233.783.900;39344;0.207541838
16.155.424.679.824.800;39477;0.096807979
16.155.438.326.484.800;39573;0.17705299
16.155.441.078.111.400;39593;0.204994902
16.155.446.298.757.700;39632;0.12437772
16.155.448.006.032.600;39643;0.200596452
1.615.548.172.159.860;39884;0.173679724
16.155.488.108.769.700;39927;0.187747657
1.615.549.383.281.590;39968;0.099841759
1.615.550.396.946.240;40038;0.223766387
16.155.508.030.389.900;40066;0.136754379
16.155.514.781.646.600;40117;0.174566731
16.155.528.306.365.900;40214;0.17593801
16.155.529.175.399.000;40222;0.182937577
16.155.532.107.653.200;40245;0.142287642
16.155.532.797.554.600;40250;0.177358851
16.155.535.313.390.400;40267;0.172364861
16.155.542.029.371.200;40318;0.145591542
16.155.547.808.301.600;40356;0.156499013
1.615.557.547.146.060;40547;0.175631493
16.155.577.459.557.100;40560;0.207927868
16.155.587.632.783.200;40632;0.080116078
16.155.603.413.028.200;40737;0.175615102
16.155.615.499.362.500;40824;0.209196538
16.155.617.046.397.900;40836;0.171181932
1.615.562.159.888.520;40868;0.185514733
16.155.625.628.587.200;40896;0.185221791
1.615.563.812.538.620;40983;0.174685076
16.155.639.310.209.900;40993;0.20531562
16.155.640.101.441.100;40999;0.13168551
16.155.640.624.616.200;41003;0.160670772
16.155.645.421.985.700;41034;0.177121043
1.615.564.570.649.320;41036;0.169781521
16.155.647.714.751.300;41050;0.198410898
16.155.648.462.714.800;41056;0.181575745
16.155.658.983.922.300;41129;0.196485341
1.615.568.713.440.470;41319;0.160848856
16.155.695.498.949.100;41376;0.212250188
16.155.696.669.771.800;41383;0.198862061
16.155.708.420.587.600;41464;0.203514144
16.155.710.537.711.400;41480;0.148713142
16.155.711.797.883.100;41490;0.17885758
16.155.714.300.053.200;41507;0.210531741
16.155.724.875.807.900;41580;0.176552862
16.155.728.379.955.300;41606;0.194960207
16.155.728.562.415.800;41607;0.196367428
16.155.737.764.378.000;41677;0.134668186
16.155.747.305.295.500;41745;0.152403668
16.155.749.427.355.800;41761;0.205021396
16.155.758.847.606.900;41827;0.183068752
1.615.576.606.737.990;41875;0.183794633
16.155.768.054.436.200;41891;0.179545626
16.155.772.637.600.500;41920;0.198320761
16.155.776.132.072.600;41945;0.212867036
16.155.779.014.886.900;41964;0.180144951
16.155.779.839.474.500;41970;0.16796948
1.615.579.954.923.060;42108;0.173630565
16.155.800.657.137.800;42116;0.129862338
16.155.810.354.527.600;42180;0.1547627
16.155.814.024.470.600;42207;0.148951784
1.615.583.359.433.760;42342;0.202838942
16.155.834.613.629.100;42349;0.159240261
16.155.837.339.498.100;42367;0.195561886
16.155.851.816.840.900;42470;0.203969106
16.155.855.363.146.900;42494;0.197692394
16.155.856.325.038.400;42500;0.167269543
16.155.856.845.996.000;42504;0.164572984
16.155.859.098.321.400;42518;0.166708976
16.155.868.150.313.900;42579;0.176936343
16.155.868.373.663.300;42580;0.182260677
16.155.878.334.389.900;42648;0.141236916
16.155.882.132.805.200;42675;0.196482539
16.155.887.294.557.400;42712;0.211355299
16.155.891.469.918.900;42741;0.183439836
1.615.589.337.151.760;42754;0.203093007
16.155.898.158.534.700;42786;0.197086886
16.155.900.785.136.600;42804;0.117012009
16.155.902.103.919.600;42814;0.18680957
16.155.905.301.192.400;42835;0.195531249
16.155.908.967.125.700;42860;0.175220251
16.155.921.526.085.900;42944;0.177451238
16.155.931.897.758.100;43014;0.165265277
16.155.940.489.812.900;43072;0.192654848
1.615.594.657.545.660;43112;0.209730029
16.155.950.484.095.700;43139;0.179135904
16.155.954.348.875.500;43167;0.159191221
16.155.955.163.968.200;43172;0.150884688
16.155.963.661.909.100;43229;0.178709716
16.155.969.176.724.500;43267;0.17791532
16.155.973.736.076.000;43300;0.205473289
16.155.976.292.505.100;43317;0.196587235
16.155.981.747.532.200;43356;0.207399219
16.155.992.411.283.000;43430;0.177403167
;;0.231335372
