Wall time;Step;Value;;;
161.551.249.973.503;37243;3.0;;;
16.155.198.661.389.700;37791;3.0;;;
16.155.304.915.173.900;38598;3.0;;;
16.155.313.885.958.200;38667;3.0;;;
16.155.318.582.791.100;38701;3.0;;;
16.155.328.686.300.800;38775;3.0;;;
16.155.355.890.088.700;38978;3.0;;;
16.155.357.925.371.500;38993;3.0;;;
16.155.438.326.484.800;39573;3.0;;;
16.155.532.107.653.200;40245;3.0;;;
16.155.542.029.371.200;40318;3.0;;;
16.155.547.808.301.600;40356;3.0;;;
16.155.645.421.985.700;41034;3.0;;;
16.155.724.875.807.900;41580;3.0;;;
16.155.747.305.295.500;41745;3.0;;;
16.155.768.054.436.200;41891;3.0;;;
1.615.579.954.923.060;42108;3.0;;;
16.155.814.024.470.600;42207;3.0;;;
16.155.834.613.629.100;42349;3.0;;;
16.155.859.098.321.400;42518;3.0;;;
16.155.868.150.313.900;42579;3.0;;;
16.155.955.163.968.200;43172;3.0;;;
16.155.969.176.724.500;43267;3.0;;;
16.151.141.498.158.200;430;4.0;;;
16.151.235.605.151.700;1669;4.0;;;
16.151.278.602.189.400;2180;4.0;;;
16.151.312.694.174.700;2598;4.0;;;
16.151.448.802.655.600;4264;4.0;;;
16.151.483.277.225.700;4655;4.0;;;
16.151.552.596.000.000;5442;4.0;;;
16.151.619.098.271.100;6164;4.0;;;
16.151.702.862.571.200;7035;4.0;;;
16.151.801.677.390.500;8029;4.0;;;
1.615.188.548.176.370;8937;4.0;;;
16.151.914.584.928.600;9264;4.0;;;
16.151.960.869.671.200;9771;4.0;;;
1.615.208.927.432.740;11093;4.0;;;
16.152.089.402.794.700;11094;4.0;;;
16.152.123.041.694.900;11466;4.0;;;
1.615.217.133.642.130;12007;4.0;;;
16.152.179.976.335.500;12095;4.0;;;
16.152.190.777.792.800;12209;4.0;;;
16.152.409.248.668.500;14623;4.0;;;
16.152.445.717.154.700;15023;4.0;;;
16.152.457.122.016.000;15145;4.0;;;
16.152.482.588.306.000;15426;4.0;;;
16.152.692.065.351.300;17608;4.0;;;
16.152.697.300.808.700;17656;4.0;;;
1.615.272.210.604.890;17893;4.0;;;
1.615.280.351.706.170;18654;4.0;;;
16.152.899.761.410.800;19505;4.0;;;
16.152.956.464.527.800;19990;4.0;;;
16.152.966.476.074.100;20073;4.0;;;
16.153.003.879.810.600;20395;4.0;;;
1.615.302.695.288.370;20588;4.0;;;
1.615.304.358.444.060;20719;4.0;;;
16.153.091.771.279.600;21118;4.0;;;
16.153.145.378.857.200;21545;4.0;;;
16.153.158.686.446.200;21655;4.0;;;
16.153.205.281.452.200;22017;4.0;;;
1.615.321.884.366.970;22131;4.0;;;
1.615.322.521.366.050;22184;4.0;;;
16.153.269.908.000.200;22556;4.0;;;
1.615.328.305.967.110;22666;4.0;;;
16.153.309.403.263.300;22880;4.0;;;
16.153.319.896.781.800;22971;4.0;;;
16.153.404.318.034.500;23673;4.0;;;
16.153.506.450.994.700;24522;4.0;;;
1.615.357.056.595.150;25055;4.0;;;
16.153.571.455.593.000;25063;4.0;;;
16.153.586.460.199.200;25185;4.0;;;
16.153.652.807.173.400;25727;4.0;;;
16.153.700.999.932.000;26111;4.0;;;
16.153.705.804.167.500;26148;4.0;;;
16.153.714.148.692.100;26216;4.0;;;
16.153.735.103.561.700;26381;4.0;;;
1.615.382.987.634.580;27134;4.0;;;
1.615.383.347.791.540;27165;4.0;;;
16.153.874.267.661.500;27490;4.0;;;
16.153.920.118.565.100;27841;4.0;;;
16.153.934.198.348.400;27949;4.0;;;
16.153.978.115.003.600;28286;4.0;;;
1.615.401.651.855.200;28587;4.0;;;
16.154.032.070.751.800;28712;4.0;;;
16.154.071.113.374.400;29012;4.0;;;
16.154.177.319.069.400;29873;4.0;;;
16.154.180.289.867.600;29897;4.0;;;
16.154.233.971.913.600;30341;4.0;;;
16.154.244.023.495.600;30428;4.0;;;
1.615.425.939.829.260;30553;4.0;;;
16.154.302.208.571.000;30908;4.0;;;
1.615.431.780.689.360;31042;4.0;;;
16.154.326.864.746.900;31116;4.0;;;
16.154.438.367.772.000;32032;4.0;;;
16.154.445.975.366.700;32098;4.0;;;
16.154.467.845.490.000;32272;4.0;;;
16.154.476.227.522.800;32340;4.0;;;
16.154.543.905.829.100;32865;4.0;;;
16.154.606.591.443.500;33363;4.0;;;
161.546.273.178.906;33515;4.0;;;
16.154.627.523.939.900;33517;4.0;;;
16.154.696.851.804.800;34064;4.0;;;
16.154.720.357.279.800;34242;4.0;;;
16.154.735.151.817.500;34353;4.0;;;
16.154.738.337.527.000;34379;4.0;;;
1.615.477.394.563.260;34642;4.0;;;
16.154.791.491.144.000;34774;4.0;;;
16.154.827.051.947.800;35032;4.0;;;
16.154.879.704.841.700;35415;4.0;;;
16.154.892.404.817.100;35513;4.0;;;
16.154.902.704.412.800;35590;4.0;;;
16.154.913.310.291.100;35669;4.0;;;
16.154.934.506.533.800;35817;4.0;;;
16.154.950.714.291.200;35936;4.0;;;
16.154.973.706.266.500;36107;4.0;;;
1.615.497.456.184.220;36114;4.0;;;
16.155.010.669.037.200;36393;4.0;;;
16.155.032.091.226.700;36552;4.0;;;
16.155.152.746.274.500;37450;4.0;;;
1.615.516.505.614.300;37538;4.0;;;
16.155.212.340.417.500;37897;4.0;;;
1.615.523.663.759.090;38081;4.0;;;
16.155.262.551.173.000;38277;4.0;;;
16.155.303.125.345.200;38583;4.0;;;
16.155.332.306.944.200;38802;4.0;;;
16.155.347.471.240.300;38916;4.0;;;
16.155.372.374.798.000;39099;4.0;;;
16.155.406.233.783.900;39344;4.0;;;
16.155.514.781.646.600;40117;4.0;;;
1.615.562.159.888.520;40868;4.0;;;
1.615.563.812.538.620;40983;4.0;;;
16.155.640.624.616.200;41003;4.0;;;
1.615.564.570.649.320;41036;4.0;;;
16.155.658.983.922.300;41129;4.0;;;
16.155.710.537.711.400;41480;4.0;;;
16.155.711.797.883.100;41490;4.0;;;
16.155.772.637.600.500;41920;4.0;;;
16.155.779.014.886.900;41964;4.0;;;
16.155.856.845.996.000;42504;4.0;;;
16.155.902.103.919.600;42814;4.0;;;
16.155.908.967.125.700;42860;4.0;;;
16.155.931.897.758.100;43014;4.0;;;
16.155.954.348.875.500;43167;4.0;;;
16.155.976.292.505.100;43317;4.0;;;
16.151.179.526.201.300;922;5.0;;;
16.151.265.603.057.400;2027;5.0;;;
1.615.145.355.061.570;4320;5.0;;;
16.151.498.505.436.800;4828;5.0;;;
16.151.547.724.101.800;5386;5.0;;;
1.615.162.620.808.500;6243;5.0;;;
16.151.733.873.316.500;7350;5.0;;;
1.615.175.739.521.480;7583;5.0;;;
16.151.778.317.077.300;7796;5.0;;;
16.151.780.233.631.600;7814;5.0;;;
1.615.182.831.958.100;8327;5.0;;;
16.151.835.266.712.300;8402;5.0;;;
16.152.045.942.711.300;10619;5.0;;;
16.152.095.176.584.900;11151;5.0;;;
16.152.154.915.472.000;11828;5.0;;;
16.152.486.828.290.900;15472;5.0;;;
16.152.646.215.640.500;17144;5.0;;;
16.152.880.660.917.600;19341;5.0;;;
16.152.883.254.328.000;19363;5.0;;;
16.153.004.263.249.500;20398;5.0;;;
16.153.013.697.751.700;20474;5.0;;;
16.153.066.023.998.200;20903;5.0;;;
16.153.097.930.165.900;21167;5.0;;;
16.153.273.010.913.600;22581;5.0;;;
16.153.294.598.838.100;22763;5.0;;;
16.153.356.288.695.400;23269;5.0;;;
16.153.379.195.767.400;23463;5.0;;;
1.615.338.162.820.080;23484;5.0;;;
16.153.385.688.204.800;23518;5.0;;;
16.153.477.232.923.200;24274;5.0;;;
16.153.525.387.826.800;24681;5.0;;;
1.615.362.176.023.420;25469;5.0;;;
16.153.668.927.708.500;25856;5.0;;;
16.153.689.533.131.000;26022;5.0;;;
16.153.738.533.078.300;26411;5.0;;;
16.153.824.646.114.800;27092;5.0;;;
16.153.890.147.647.000;27610;5.0;;;
16.154.097.646.827.100;29227;5.0;;;
1.615.412.382.722.380;29442;5.0;;;
16.154.461.856.340.700;32224;5.0;;;
16.154.502.505.024.900;32543;5.0;;;
1.615.450.821.269.340;32585;5.0;;;
16.154.554.147.845.500;32947;5.0;;;
16.154.685.214.452.000;33974;5.0;;;
16.154.704.625.048.700;34121;5.0;;;
16.154.711.675.559.600;34175;5.0;;;
16.154.781.268.052.500;34697;5.0;;;
16.154.852.178.428.000;35214;5.0;;;
16.154.884.312.342.200;35451;5.0;;;
1.615.491.711.596.100;35698;5.0;;;
16.154.919.234.064.900;35713;5.0;;;
16.155.113.280.647.600;37161;5.0;;;
16.155.130.498.058.400;37286;5.0;;;
16.155.402.349.059.300;39317;5.0;;;
16.155.488.108.769.700;39927;5.0;;;
16.155.529.175.399.000;40222;5.0;;;
16.155.603.413.028.200;40737;5.0;;;
16.155.617.046.397.900;40836;5.0;;;
1.615.568.713.440.470;41319;5.0;;;
16.155.728.379.955.300;41606;5.0;;;
16.155.758.847.606.900;41827;5.0;;;
16.155.810.354.527.600;42180;5.0;;;
16.155.837.339.498.100;42367;5.0;;;
16.155.856.325.038.400;42500;5.0;;;
16.155.891.469.918.900;42741;5.0;;;
16.155.921.526.085.900;42944;5.0;;;
16.155.963.661.909.100;43229;5.0;;;
16.155.992.411.283.000;43430;5.0;;;
1.615.165.758.437.380;6568;6.0;;;
16.151.731.395.435.700;7328;6.0;;;
16.151.744.080.165.800;7450;6.0;;;
16.152.078.909.548.700;10974;6.0;;;
16.152.302.395.043.500;13445;6.0;;;
1.615.281.820.672.350;18788;6.0;;;
1.615.298.987.822.980;20274;6.0;;;
16.153.185.902.842.300;21859;6.0;;;
16.153.243.153.072.800;22335;6.0;;;
16.153.300.326.487.600;22808;6.0;;;
16.153.559.068.458.300;24957;6.0;;;
16.153.912.947.907.600;27785;6.0;;;
16.153.913.952.061.300;27793;6.0;;;
1.615.398.052.121.420;28304;6.0;;;
16.154.110.282.841.300;29332;6.0;;;
16.154.170.063.069.400;29814;6.0;;;
16.154.233.365.516.900;30336;6.0;;;
16.154.407.140.924.600;31779;6.0;;;
16.154.531.880.351.400;32771;6.0;;;
16.154.554.656.108.400;32950;6.0;;;
16.154.573.152.593.300;33098;6.0;;;
16.154.591.961.158.000;33245;6.0;;;
1.615.475.549.156.070;34515;6.0;;;
1.615.477.435.537.530;34645;6.0;;;
16.154.810.126.592.400;34915;6.0;;;
16.155.008.087.571.400;36373;6.0;;;
16.155.181.351.218.300;37662;6.0;;;
16.155.373.142.524.400;39104;6.0;;;
16.155.528.306.365.900;40214;6.0;;;
1.615.557.547.146.060;40547;6.0;;;
16.155.625.628.587.200;40896;6.0;;;
1.615.576.606.737.990;41875;6.0;;;
16.155.779.839.474.500;41970;6.0;;;
16.155.950.484.095.700;43139;6.0;;;
16.155.973.736.076.000;43300;6.0;;;
16.155.981.747.532.200;43356;6.0;;;
16.151.810.253.912.500;8124;7.0;;;
16.151.811.272.776.100;8134;7.0;;;
16.152.770.274.919.200;18354;7.0;;;
16.152.877.641.258.700;19313;7.0;;;
16.152.935.856.420.900;19821;7.0;;;
16.152.947.011.535.700;19915;7.0;;;
16.153.019.310.863.700;20522;7.0;;;
16.153.034.451.576.100;20644;7.0;;;
16.153.036.178.349.100;20659;7.0;;;
16.153.061.133.341.100;20862;7.0;;;
1.615.309.133.261.450;21115;7.0;;;
16.153.117.396.809.100;21323;7.0;;;
16.153.159.349.081.700;21660;7.0;;;
16.153.244.086.385.600;22342;7.0;;;
1.615.327.870.797.020;22628;7.0;;;
16.153.380.944.702.800;23479;7.0;;;
16.153.389.711.510.000;23554;7.0;;;
16.153.519.247.261.400;24628;7.0;;;
1.615.352.279.402.460;24658;7.0;;;
16.153.551.189.589.100;24893;7.0;;;
16.153.630.966.126.400;25542;7.0;;;
16.153.874.845.956.800;27494;7.0;;;
16.153.884.894.898.000;27570;7.0;;;
16.153.897.176.379.000;27665;7.0;;;
1.615.393.750.526.490;27974;7.0;;;
1.615.396.214.380.230;28161;7.0;;;
16.154.063.201.585.900;28947;7.0;;;
16.154.120.337.067.600;29414;7.0;;;
16.154.184.464.929.500;29928;7.0;;;
16.154.262.732.408.100;30579;7.0;;;
16.154.290.000.260.400;30806;7.0;;;
16.154.338.792.842.400;31215;7.0;;;
1.615.449.818.207.340;32510;7.0;;;
16.154.607.486.988.100;33370;7.0;;;
16.154.638.727.525.900;33607;7.0;;;
1.615.472.127.445.180;34249;7.0;;;
16.154.728.622.403.100;34307;7.0;;;
16.154.744.105.267.900;34425;7.0;;;
1.615.480.259.392.330;34861;7.0;;;
16.154.929.283.343.400;35783;7.0;;;
16.155.079.272.098.100;36905;7.0;;;
16.155.087.061.619.900;36965;7.0;;;
16.155.093.526.356.300;37014;7.0;;;
16.155.188.760.250.000;37716;7.0;;;
16.155.355.788.874.000;38977;7.0;;;
16.155.405.615.230.700;39340;7.0;;;
16.155.405.744.216.700;39341;7.0;;;
16.155.448.006.032.600;39643;7.0;;;
16.155.532.797.554.600;40250;7.0;;;
16.155.648.462.714.800;41056;7.0;;;
16.155.696.669.771.800;41383;7.0;;;
1.615.583.359.433.760;42342;7.0;;;
16.155.851.816.840.900;42470;7.0;;;
16.155.882.132.805.200;42675;7.0;;;
16.155.905.301.192.400;42835;7.0;;;
16.152.938.097.234.400;19839;8.0;;;
16.153.050.630.982.800;20776;8.0;;;
16.153.127.668.181.800;21403;8.00;;;
16.153.210.832.751.300;22059;8.0;;;
16.153.395.286.561.000;23599;8.0;;;
16.153.765.440.607.100;26628;8.0;;;
16.153.845.733.024.900;27264;8.0;;;
16.153.929.038.687.400;27908;8.0;;;
16.154.040.058.797.800;28774;8.0;;;
16.154.212.577.871.000;30165;8.0;;;
16.154.254.067.377.000;30510;8.0;;;
1.615.428.867.416.960;30795;8.0;;;
16.154.459.732.350.200;32209;8.0;;;
16.154.654.805.028.500;33739;8.0;;;
16.154.698.124.917.100;34073;8.0;;;
16.154.903.175.597.000;35593;8.0;;;
1.615.492.008.239.670;35719;8.0;;;
16.155.036.174.081.100;36582;8.0;;;
16.155.038.410.303.600;36598;8.0;;;
16.155.047.403.390.700;36665;8.0;;;
16.155.048.333.807.400;36672;8.0;;;
16.155.110.830.594.500;37142;8.0;;;
1.615.516.070.683.220;37505;8.0;;;
16.155.239.007.032.800;38100;8.0;;;
16.155.336.964.182.000;38836;8.0;;;
1.615.536.368.113.900;39036;8.0;;;
1.615.548.172.159.860;39884;8.0;;;
16.155.535.313.390.400;40267;8.0;;;
16.155.695.498.949.100;41376;8.0;;;
16.155.776.132.072.600;41945;8.0;;;
16.155.855.363.146.900;42494;8.0;;;
16.155.868.373.663.300;42580;8.0;;;
1.615.589.337.151.760;42754;8.0;;;
16.153.062.802.942.100;20876;9.0;;;
1.615.310.100.896.410;21191;9.0;;;
1.615.323.898.394.810;22303;9.0;;;
1.615.334.319.447.050;23164;9.0;;;
1.615.339.818.709.760;23622;9.0;;;
16.153.875.022.335.200;27495;9.0;;;
16.153.950.545.230.800;28075;9.0;;;
16.154.112.937.162.400;29354;9.0;;;
16.154.118.345.040.100;29398;9.0;;;
1.615.422.381.823.730;30264;9.0;;;
16.154.306.992.711.200;30948;9.0;;;
1.615.431.950.871.450;31056;9.0;;;
16.154.477.831.123.300;32353;9.0;;;
16.154.622.741.503.800;33484;9.0;;;
16.154.651.411.251.500;33711;9.0;;;
16.154.672.249.465.200;33875;9.0;;;
1.615.478.442.756.260;34719;9.0;;;
16.154.815.862.594.000;34953;9.0;;;
1.615.482.004.417.700;34983;9.0;;;
16.154.873.148.127.400;35366;9.0;;;
16.155.180.191.510.400;37653;9.0;;;
16.155.282.953.885.400;38427;9.0;;;
16.155.330.858.848.800;38791;9.0;;;
16.155.441.078.111.400;39593;9.0;;;
16.155.647.714.751.300;41050;9.0;;;
16.155.708.420.587.600;41464;9.0;;;
16.155.714.300.053.200;41507;9.0;;;
16.155.728.562.415.800;41607;9.0;;;
16.155.749.427.355.800;41761;9.0;;;
16.155.898.158.534.700;42786;9.0;;;
;;;;;
