Wall time;Step;Value
16.157.415.165.180.100;27740;62
16.157.420.708.605.000;27826;38
16.157.427.178.709.200;27917;226
1.615.742.725.411.570;27919;24
16.157.429.514.060.400;27951;65
16.157.430.699.472.900;27969;194
16.157.447.487.378.600;28252;39
1.615.744.893.057.170;28278;29
16.157.451.321.810.200;28322;16
1.615.745.452.266.300;28377;49
16.157.457.372.884.500;28439;34
16.157.458.008.134.100;28452;25
1.615.746.404.026.740;28544;210
16.157.466.037.343.200;28573;72
16.157.468.663.065.300;28612;49
16.157.472.786.660.900;28677;26
16.157.487.457.394.600;28892;31
16.157.492.702.167.400;28971;35
1.615.749.431.039.110;28997;26
16.157.495.883.921.900;29019;61
1.615.749.715.159.640;29038;59
16.157.498.578.327.100;29058;48
16.157.498.876.522.200;29063;35
16.157.500.027.627.900;29079;67
1.615.750.081.273.620;29091;52
16.157.501.899.874.900;29107;36
16.157.503.833.508.600;29134;33
16.157.508.495.927.600;29202;11
16.157.512.088.147.600;29251;62
16.157.513.054.689.700;29264;25
16.157.513.705.270.900;29272;44
16.157.516.728.893.500;29310;46
16.157.520.878.534.600;29367;25
1.615.752.615.091.000;29439;23
16.157.528.562.627.200;29472;44
16.157.529.084.219.600;29479;24
16.157.529.630.490.100;29488;43
16.157.532.960.347.500;29538;203
16.157.533.196.345.700;29541;50
1.615.753.441.427.720;29562;38
16.157.535.031.469.800;29574;20
16.157.536.335.226.900;29593;72
16.157.537.580.313.300;29612;23
1.615.754.691.363.710;29748;28
16.157.553.553.543.100;29829;92
16.157.553.569.745.800;29830;37
1.615.755.620.096.210;29864;48
16.157.557.577.205.600;29883;14
1.615.756.098.850.220;29929;67
16.157.566.143.983.100;30001;74
16.157.566.477.821.300;30006;18
1.615.756.852.803.730;30032;87
1.615.757.192.637.590;30078;71
16.157.572.907.540.300;30093;35
1.615.757.603.316.050;30138;36
16.157.578.855.535.500;30175;31
1.615.758.164.351.530;30218;73
16.157.583.192.721.800;30238;78
161.575.836.934.649;30243;16
16.157.584.606.580.700;30257;24
16.157.586.565.299.100;30285;15
1.615.758.966.790.030;30328;30
16.157.592.571.666.700;30368;183
16.157.596.560.354.900;30421;62
16.157.597.482.284.900;30435;30
16.157.599.144.918.500;30460;27
16.157.599.688.442.600;30467;34
1.615.759.991.623.140;30471;30
16.157.607.250.159.100;30570;55
16.157.607.427.717.300;30573;30
16.157.609.323.757.100;30595;63
1.615.761.035.537.140;30613;29
16.157.612.637.531.400;30645;176
16.157.617.016.045.200;30707;189
16.157.618.007.222.700;30721;47
16.157.619.289.670.800;30738;22
16.157.619.331.871.800;30739;65
1.615.762.234.531.810;30781;25
16.157.630.132.176.900;30880;28
16.157.632.009.064.500;30907;42
16.157.641.923.147.800;31053;52
16.157.645.902.572.200;31106;138
16.157.653.477.155.400;31214;34
16.157.654.296.845.100;31225;54
16.157.663.330.944.200;31348;314
16.157.666.975.655.100;31407;51
16.157.669.820.557.100;31444;233
16.157.671.235.619.900;31465;28
161.576.739.307.983;31502;27
1.615.767.645.576.090;31538;22
16.157.676.599.181.500;31539;28
16.157.678.163.748.500;31564;24
1.615.768.269.331.770;31626;20
1.615.768.314.147.760;31632;160
16.157.684.160.791.400;31647;38
16.157.688.174.220.300;31697;38
16.157.690.149.002.000;31723;232
1.615.769.151.245.360;31740;25
16.157.693.222.605.500;31763;23
1.615.769.623.790.060;31809;43
1.615.770.033.943.550;31874;47
16.157.700.770.714.800;31881;52
16.157.701.439.226.500;31889;67
161.577.048.498.005;31937;207
16.157.705.413.503.200;31946;16
16.157.709.359.942.800;32005;28
1.615.771.036.701.310;32018;58
16.157.720.094.977.200;32163;45
16.157.720.899.984.600;32175;195
1.615.772.313.948.210;32208;30
16.157.723.288.002.800;32210;37
16.157.726.135.767.100;32250;196
1.615.773.106.351.900;32315;108
1.615.773.641.945.430;32389;25
16.157.739.648.451.800;32436;80
1.615.774.193.638.100;32472;92
16.157.744.023.796.900;32501;13
16.157.745.999.994.800;32530;49
1.615.774.708.782.200;32543;45
1.615.774.723.254.140;32546;33
1.615.775.180.812.320;32612;192
16.157.752.041.763.100;32615;36
16.157.755.095.102.300;32658;80
16.157.757.947.152.100;32697;49
1.615.775.866.036.950;32707;53
16.157.758.976.529.900;32710;132
1.615.776.246.872.370;32763;286
16.157.770.082.900.600;32876;19
1.615.777.044.102.380;32878;31
16.157.771.688.174.000;32895;31
16.157.772.168.018.100;32902;29
16.157.772.205.236.200;32903;36
16.157.772.925.421.500;32910;44
16.157.777.350.973.100;32975;84
16.157.777.777.842.100;32979;65
16.157.779.406.111.700;33003;22
16.157.780.230.776.800;33015;76
16.157.781.125.417.400;33028;45
16.157.781.670.697.400;33035;17
16.157.787.881.469.900;33116;321
1.615.779.026.913.520;33149;77
16.157.790.634.037.500;33153;260
16.157.792.544.912.200;33180;80
16.157.792.848.294.500;33182;59
1.615.779.766.543.110;33249;43
1.615.779.820.359.610;33255;264
16.157.799.221.651.500;33272;24
16.157.804.768.271.100;33342;65
16.157.805.519.571.600;33352;273
16.157.806.758.184.000;33369;176
16.157.807.198.349.600;33375;243
16.157.807.355.554.800;33379;39
16.157.808.448.821.800;33393;152
16.157.809.334.480.300;33404;279
1.615.781.867.621.980;33540;62
16.157.821.438.250.600;33577;38
1.615.782.544.839.960;33632;36
16.157.825.866.611.300;33639;89
16.157.830.921.566.200;33704;218
16.157.832.633.460.000;33729;93
16.157.833.162.165.400;33738;24
16.157.834.155.838.200;33750;193
16.157.835.684.372.300;33769;25
16.157.836.958.983.200;33786;40
16.157.837.845.029.500;33801;74
1.615.784.054.524.920;33840;260
1.615.784.134.650.080;33852;32
16.157.842.335.441.800;33877;21
1.615.784.452.588.750;33907;37
16.157.845.186.861.500;33914;291
16.157.849.773.619.300;33972;36
16.157.850.550.367.400;33983;19
16.157.852.877.114.900;34018;27
16.157.854.441.093.600;34037;30
16.157.854.984.480.600;34044;40
16.157.857.936.645.000;34090;311
16.157.859.780.696.800;34114;295
16.157.861.457.549.100;34142;39
16.157.861.508.077.600;34145;34
16.157.863.588.370.500;34180;49
1.615.786.820.025.760;34248;66
16.157.869.899.243.000;34273;19
16.157.871.999.684.400;34307;4
16.157.872.141.649.400;34310;5
1.615.787.585.411.150;34362;64
1.615.787.604.613.830;34363;221
1.615.787.656.492.940;34371;28
16.157.877.542.404.100;34384;27
16.157.877.680.945.900;34387;30
;;321
;;0
